nrmse,mae,bias_kw,pred_mean,true_mean,persistence,corr,mode,arm,seed,epochs
0.8495191931724548,29.0989990234375,-4.222222328186035,52.69563293457031,56.91785430908203,0.9971668124198914,0.778264674155519,causal,warm,1,20
